period,location,statedescription,sectorid,sectordescription,fueltypeid,fueltypedescription
2015-01-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-01-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-01-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-01-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-01-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-01-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-01-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-01-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-01-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2015-02-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-02-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-02-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-02-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-02-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-02-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-02-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-02-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-02-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2015-03-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-03-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-03-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-03-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-03-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-03-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-03-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-03-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-03-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2015-04-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-04-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-04-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-04-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-04-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-04-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-04-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-04-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-04-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2015-05-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-05-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-05-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-05-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-05-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-05-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-05-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-05-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-05-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2015-06-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-06-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-06-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-06-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-06-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-06-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-06-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-06-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-06-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2015-07-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-07-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-07-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-07-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-07-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-07-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-07-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-07-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-07-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2015-08-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-08-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-08-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-08-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-08-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-08-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-08-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-08-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-08-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2015-09-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-09-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-09-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-09-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-09-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-09-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-09-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-09-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-09-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2015-10-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-10-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-10-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-10-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-10-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-10-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-10-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-10-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-10-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2015-11-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-11-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-11-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-11-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-11-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-11-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-11-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-11-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-11-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2015-12-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2015-12-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2015-12-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2015-12-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2015-12-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2015-12-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2015-12-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2015-12-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2015-12-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-01-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-01-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-01-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-01-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-01-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-01-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-01-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-01-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-01-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-02-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-02-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-02-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-02-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-02-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-02-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-02-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-02-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-02-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-03-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-03-01,VA,Virginia,1,Electric Utility,SUN,solar
2016-03-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-03-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-03-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-03-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-03-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2016-03-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-03-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-03-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-03-01,VA,Virginia,98,Electric Power,SUN,solar
2016-03-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-03-01,VA,Virginia,99,All Sectors,SUN,solar
2016-04-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-04-01,VA,Virginia,1,Electric Utility,SUN,solar
2016-04-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-04-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-04-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-04-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-04-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2016-04-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-04-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-04-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-04-01,VA,Virginia,98,Electric Power,SUN,solar
2016-04-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-04-01,VA,Virginia,99,All Sectors,SUN,solar
2016-05-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-05-01,VA,Virginia,1,Electric Utility,SUN,solar
2016-05-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-05-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-05-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-05-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-05-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2016-05-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-05-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-05-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-05-01,VA,Virginia,98,Electric Power,SUN,solar
2016-05-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-05-01,VA,Virginia,99,All Sectors,SUN,solar
2016-06-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-06-01,VA,Virginia,1,Electric Utility,SUN,solar
2016-06-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-06-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-06-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-06-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-06-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2016-06-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-06-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-06-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-06-01,VA,Virginia,98,Electric Power,SUN,solar
2016-06-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-06-01,VA,Virginia,99,All Sectors,SUN,solar
2016-07-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-07-01,VA,Virginia,1,Electric Utility,SUN,solar
2016-07-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-07-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-07-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-07-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-07-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2016-07-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-07-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-07-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-07-01,VA,Virginia,98,Electric Power,SUN,solar
2016-07-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-07-01,VA,Virginia,99,All Sectors,SUN,solar
2016-08-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-08-01,VA,Virginia,1,Electric Utility,SUN,solar
2016-08-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-08-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-08-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-08-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-08-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2016-08-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-08-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-08-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-08-01,VA,Virginia,98,Electric Power,SUN,solar
2016-08-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-08-01,VA,Virginia,99,All Sectors,SUN,solar
2016-09-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-09-01,VA,Virginia,1,Electric Utility,SUN,solar
2016-09-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-09-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-09-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-09-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-09-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2016-09-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-09-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-09-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-09-01,VA,Virginia,98,Electric Power,SUN,solar
2016-09-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-09-01,VA,Virginia,99,All Sectors,SUN,solar
2016-10-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-10-01,VA,Virginia,1,Electric Utility,SUN,solar
2016-10-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-10-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2016-10-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-10-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-10-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-10-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2016-10-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-10-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2016-10-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-10-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-10-01,VA,Virginia,98,Electric Power,SUN,solar
2016-10-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-10-01,VA,Virginia,99,All Sectors,SUN,solar
2016-11-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-11-01,VA,Virginia,1,Electric Utility,SUN,solar
2016-11-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-11-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2016-11-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-11-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-11-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-11-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2016-11-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-11-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2016-11-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-11-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-11-01,VA,Virginia,98,Electric Power,SUN,solar
2016-11-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-11-01,VA,Virginia,99,All Sectors,SUN,solar
2016-12-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2016-12-01,VA,Virginia,1,Electric Utility,SUN,solar
2016-12-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2016-12-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2016-12-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2016-12-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2016-12-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2016-12-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2016-12-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2016-12-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2016-12-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2016-12-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2016-12-01,VA,Virginia,98,Electric Power,SUN,solar
2016-12-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2016-12-01,VA,Virginia,99,All Sectors,SUN,solar
2017-01-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2017-01-01,VA,Virginia,1,Electric Utility,SUN,solar
2017-01-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2017-01-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2017-01-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2017-01-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2017-01-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2017-01-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2017-01-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2017-01-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2017-01-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2017-01-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2017-01-01,VA,Virginia,98,Electric Power,SUN,solar
2017-01-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2017-01-01,VA,Virginia,99,All Sectors,SUN,solar
2017-02-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2017-02-01,VA,Virginia,1,Electric Utility,SUN,solar
2017-02-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2017-02-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2017-02-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2017-02-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2017-02-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2017-02-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2017-02-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2017-02-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2017-02-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2017-02-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2017-02-01,VA,Virginia,98,Electric Power,SUN,solar
2017-02-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2017-02-01,VA,Virginia,99,All Sectors,SUN,solar
2017-03-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2017-03-01,VA,Virginia,1,Electric Utility,SUN,solar
2017-03-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2017-03-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2017-03-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2017-03-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2017-03-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2017-03-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2017-03-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2017-03-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2017-03-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2017-03-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2017-03-01,VA,Virginia,98,Electric Power,SUN,solar
2017-03-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2017-03-01,VA,Virginia,99,All Sectors,SUN,solar
2017-04-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2017-04-01,VA,Virginia,1,Electric Utility,SUN,solar
2017-04-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2017-04-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2017-04-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2017-04-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2017-04-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2017-04-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2017-04-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2017-04-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2017-04-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2017-04-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2017-04-01,VA,Virginia,98,Electric Power,SUN,solar
2017-04-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2017-04-01,VA,Virginia,99,All Sectors,SUN,solar
2017-05-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2017-05-01,VA,Virginia,1,Electric Utility,SUN,solar
2017-05-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2017-05-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2017-05-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2017-05-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2017-05-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2017-05-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2017-05-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2017-05-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2017-05-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2017-05-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2017-05-01,VA,Virginia,98,Electric Power,SUN,solar
2017-05-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2017-05-01,VA,Virginia,99,All Sectors,SUN,solar
2017-06-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2017-06-01,VA,Virginia,1,Electric Utility,SUN,solar
2017-06-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2017-06-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2017-06-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2017-06-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2017-06-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2017-06-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2017-06-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2017-06-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2017-06-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2017-06-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2017-06-01,VA,Virginia,98,Electric Power,SUN,solar
2017-06-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2017-06-01,VA,Virginia,99,All Sectors,SUN,solar
2017-07-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2017-07-01,VA,Virginia,1,Electric Utility,SUN,solar
2017-07-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2017-07-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2017-07-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2017-07-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2017-07-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2017-07-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2017-07-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2017-07-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2017-07-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2017-07-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2017-07-01,VA,Virginia,98,Electric Power,SUN,solar
2017-07-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2017-07-01,VA,Virginia,99,All Sectors,SUN,solar
